antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
Uht-milk,Rolls/buns,0.07810894141829394,0.3386433710174717,0.030318602261048305,0.3881578947368421,1.1462143598754093,0.003867527032551027,1.0809269634983258,0.1383708406552917
Rolls/buns,Uht-milk,0.3386433710174717,0.07810894141829394,0.030318602261048305,0.08952959028831564,1.1462143598754093,0.003867527032551027,1.0125436793422404,0.19288056576192175
Uht-milk,Root vegetables,0.07810894141829394,0.22533401849948612,0.019784172661870502,0.2532894736842105,1.124062293704615,0.0021835710113453782,1.037438142626239,0.11972085885129356
Root vegetables,Uht-milk,0.22533401849948612,0.07810894141829394,0.019784172661870502,0.08779931584948689,1.124062293704615,0.0021835710113453782,1.0106230729701953,0.14247377829467373
Uht-milk,Sausage,0.07810894141829394,0.20220966084275438,0.018242548818088386,0.23355263157894735,1.1550023406674244,0.0024481662651085964,1.0408938330635307,0.145571309686435
Sausage,Uht-milk,0.20220966084275438,0.07810894141829394,0.018242548818088386,0.09021601016518424,1.1550023406674244,0.0024481662651085964,1.013307630033244,0.1682157356376582
Uht-milk,Shopping bags,0.07810894141829394,0.16469681397738953,0.01644398766700925,0.21052631578947367,1.2782658674768042,0.0035796938722696767,1.0580507022953065,0.23613433667781483
Shopping bags,Uht-milk,0.16469681397738953,0.07810894141829394,0.01644398766700925,0.09984399375975038,1.2782658674768042,0.0035796938722696767,1.0241458727051536,0.26061211934789286
Uht-milk,Soda,0.07810894141829394,0.30190133607399794,0.026464542651593013,0.3388157894736842,1.1222732362821948,0.002883348878084436,1.0558308150920628,0.11818250695414054
Soda,Uht-milk,0.30190133607399794,0.07810894141829394,0.026464542651593013,0.08765957446808512,1.122273236282195,0.002883348878084436,1.0104682778297618,0.15606876516431956
Uht-milk,Tropical fruit,0.07810894141829394,0.23047276464542651,0.02132579650565262,0.2730263157894737,1.1846359209059438,0.0033238128334507552,1.058535201573712,0.16906421673315333
Tropical fruit,Uht-milk,0.23047276464542651,0.07810894141829394,0.02132579650565262,0.09253065774804906,1.1846359209059438,0.0033238128334507552,1.0158922353166957,0.2025383671581149
Uht-milk,Whipped/sour cream,0.07810894141829394,0.15339157245632065,0.013874614594039054,0.17763157894736842,1.1580269769902143,0.0018933612469883149,1.029475847893114,0.1480242784590611
Whipped/sour cream,Uht-milk,0.15339157245632065,0.07810894141829394,0.013874614594039054,0.09045226130653267,1.1580269769902143,0.0018933612469883149,1.0135708323633121,0.16118698364525377
Uht-milk,Whole milk,0.07810894141829394,0.4385919835560123,0.03828365878725591,0.4901315789473684,1.1175114852156753,0.004025703237146003,1.1010841096707886,0.1140640314845158
Whole milk,Uht-milk,0.4385919835560123,0.07810894141829394,0.03828365878725591,0.08728763913298185,1.1175114852156753,0.004025703237146003,1.0100565064178255,0.18730514643773122
Yogurt,Uht-milk,0.2749229188078109,0.07810894141829394,0.022867420349434738,0.08317757009345794,1.0648917855386129,0.0013934821897290534,1.0055284736823908,0.08404271414806597
Uht-milk,Yogurt,0.07810894141829394,0.2749229188078109,0.022867420349434738,0.29276315789473684,1.0648917855386129,0.0013934821897290534,1.025225268290351,0.0661004847619404
Other vegetables,Baking powder,0.36639260020554987,0.030832476875642344,0.014902363823227132,0.04067321178120617,1.3191678354371201,0.003605572449983045,1.0102579590462968,0.38185530105993215
Baking powder,Other vegetables,0.030832476875642344,0.36639260020554987,0.014902363823227132,0.4833333333333333,1.31916783543712,0.003605572449983045,1.2263369028279678,0.24964347094745298
Baking powder,Rolls/buns,0.030832476875642344,0.3386433710174717,0.012076053442959919,0.39166666666666666,1.1565756196256956,0.0016348395369741517,1.0871615818890876,0.13968547641073095
Rolls/buns,Baking powder,0.3386433710174717,0.030832476875642344,0.012076053442959919,0.03566009104704097,1.1565756196256956,0.0016348395369741517,1.005006133342174,0.20469837491114107
Baking powder,Soda,0.030832476875642344,0.30190133607399794,0.012332990750256937,0.39999999999999997,1.3249361702127658,0.0030246247870298667,1.1634977732100034,0.25304878048780477
Soda,Baking powder,0.30190133607399794,0.030832476875642344,0.012332990750256937,0.04085106382978723,1.3249361702127658,0.0030246247870298667,1.0104452880844013,0.35130658814869326
Whole milk,Baking powder,0.4385919835560123,0.030832476875642344,0.014645426515930112,0.033391915641476276,1.0830111306385473,0.0011225493250972551,1.002647855741381,0.13652896543418033
Baking powder,Whole milk,0.030832476875642344,0.4385919835560123,0.014645426515930112,0.475,1.0830111306385473,0.0011225493250972551,1.0693486027504526,0.07908690070882397
Yogurt,Baking powder,0.2749229188078109,0.030832476875642344,0.011562178828365879,0.04205607476635514,1.3640186915887849,0.003085624291639952,1.011716341212744,0.36806047720292934
Baking powder,Yogurt,0.030832476875642344,0.2749229188078109,0.011562178828365879,0.375,1.364018691588785,0.003085624291639952,1.1601233299075027,0.2753623188405797
Berries,Beef,0.07965056526207605,0.11793422404933196,0.011305241521068859,0.14193548387096774,1.2035139503830206,0.0019117139117952459,1.0279713930252146,0.18373432820669017
Beef,Berries,0.11793422404933196,0.07965056526207605,0.011305241521068859,0.09586056644880174,1.2035139503830206,0.0019117139117952459,1.0179286519149569,0.19170881550724267
Bottled beer,Beef,0.15673175745118192,0.11793422404933196,0.019013360739979446,0.12131147540983606,1.0286367370263223,0.0005293225410862024,1.0038435136752006,0.03301381820577428
Beef,Bottled beer,0.11793422404933196,0.15673175745118192,0.019013360739979446,0.16122004357298475,1.0286367370263223,0.0005293225410862024,1.0053509696880714,0.03156171026838077
Bottled water,Beef,0.20863309352517986,0.11793422404933196,0.024665981500513873,0.11822660098522167,1.0024791525805725,6.099950461008197e-05,1.0003315783127686,0.003124999999999908
Beef,Bottled water,0.11793422404933196,0.20863309352517986,0.024665981500513873,0.20915032679738563,1.0024791525805725,6.099950461008197e-05,1.0006540222367561,0.002803670259248388
Brown bread,Beef,0.1343782117163412,0.11793422404933196,0.017728674203494346,0.13193116634799235,1.118684312475787,0.0018808840755907968,1.0161242308859018,0.12256249435389159
Beef,Brown bread,0.11793422404933196,0.1343782117163412,0.017728674203494346,0.1503267973856209,1.118684312475787,0.0018808840755907968,1.01877025851846,0.12027761243176835
Butter,Beef,0.1248715313463515,0.11793422404933196,0.020298047276464542,0.1625514403292181,1.378322888368882,0.005571420121280745,1.053277560471805,0.31364606019162006
Beef,Butter,0.11793422404933196,0.1248715313463515,0.020298047276464542,0.1721132897603486,1.378322888368882,0.005571420121280745,1.0570630713474332,0.31117928372055287
Butter milk,Beef,0.06500513874614594,0.11793422404933196,0.0105344295991778,0.16205533596837945,1.3741162692569344,0.0028680990019319154,1.0526539684694292,0.29118827874181463
Beef,Butter milk,0.11793422404933196,0.06500513874614594,0.0105344295991778,0.08932461873638345,1.3741162692569344,0.0028680990019319154,1.02670488352995,0.3086612718734237
Chocolate,Beef,0.0855601233299075,0.11793422404933196,0.014388489208633094,0.16816816816816818,1.4259488246416352,0.004298022454155307,1.0603895429298644,0.3266617830048569
Beef,Chocolate,0.11793422404933196,0.0855601233299075,0.014388489208633094,0.12200435729847496,1.4259488246416352,0.004298022454155307,1.0415084451403782,0.338651117306812
Citrus fruit,Beef,0.1829393627954779,0.11793422404933196,0.02800616649537513,0.15308988764044945,1.2980955178575802,0.006431354696011214,1.041510501620026,0.281057065374185
Beef,Citrus fruit,0.11793422404933196,0.1829393627954779,0.02800616649537513,0.2374727668845316,1.29809551785758,0.006431354696011214,1.0715166642196448,0.26034415027378627
Curd,Beef,0.11870503597122302,0.11793422404933196,0.01721479958890031,0.14502164502164502,1.2296824453687198,0.0032154132808860855,1.0316819961752117,0.21194029850746288
Beef,Curd,0.11793422404933196,0.11870503597122302,0.01721479958890031,0.1459694989106754,1.22968244536872,0.0032154132808860855,1.0319244604316546,0.21175508997395795
Domestic eggs,Beef,0.13103802672147996,0.11793422404933196,0.01593011305241521,0.12156862745098039,1.0308172070571149,0.0004762450500618437,1.0041373788724124,0.034404151008183684
Beef,Domestic eggs,0.11793422404933196,0.13103802672147996,0.01593011305241521,0.13507625272331156,1.0308172070571149,0.0004762450500618437,1.0046688809441833,0.03389304943480257
Frankfurter,Beef,0.1343782117163412,0.11793422404933196,0.018756423432682426,0.13957934990439771,1.1835355769671372,0.0029086333047788765,1.0251564462715541,0.179147505255411
Beef,Frankfurter,0.11793422404933196,0.1343782117163412,0.018756423432682426,0.15904139433551198,1.183535576967137,0.0029086333047788765,1.0293274632699465,0.17580773236396144
Beef,Frozen vegetables,0.11793422404933196,0.10123329907502569,0.015416238437821172,0.13071895424836602,1.2912643906970573,0.003477367863454062,1.0339195882821133,0.2557238566851151
Frozen vegetables,Beef,0.10123329907502569,0.11793422404933196,0.015416238437821172,0.15228426395939088,1.2912643906970573,0.003477367863454062,1.0405207057621653,0.2509719839908519
Fruit/vegetable juice,Beef,0.12307297019527236,0.11793422404933196,0.019013360739979446,0.15448851774530273,1.3099549260669243,0.004498845498553441,1.0432333498280741,0.2698228553780854
Beef,Fruit/vegetable juice,0.11793422404933196,0.12307297019527236,0.019013360739979446,0.16122004357298475,1.309954926066924,0.004498845498553441,1.045479238130831,0.26825091913935495
Hamburger meat,Beef,0.08042137718396711,0.11793422404933196,0.01079136690647482,0.13418530351437702,1.137797824134979,0.001306934191305011,1.0187696969467126,0.13170079431605017
Beef,Hamburger meat,0.11793422404933196,0.08042137718396711,0.01079136690647482,0.09150326797385622,1.1377978241349789,0.001306934191305011,1.01219805245218,0.13730181848445777
Margarine,Beef,0.11510791366906475,0.11793422404933196,0.014645426515930112,0.12723214285714285,1.0788398692810457,0.0010702640354314681,1.0106533698872104,0.08258451005562674
Beef,Margarine,0.11793422404933196,0.11510791366906475,0.014645426515930112,0.12418300653594772,1.0788398692810457,0.0010702640354314681,1.0103618597659187,0.08284912689530397
Napkins,Beef,0.08067831449126413,0.11793422404933196,0.010020554984583761,0.12420382165605096,1.0531618167436827,0.0005058205674485523,1.0071587405400355,0.05490819968181629
Beef,Napkins,0.11793422404933196,0.08067831449126413,0.010020554984583761,0.08496732026143791,1.0531618167436827,0.0005058205674485523,1.0046872705916898,0.05722736337359122
Newspapers,Beef,0.13643371017471737,0.11793422404933196,0.019527235354573486,0.14312617702448213,1.2136101982119487,0.003437031610946748,1.0293998396259445,0.20382013498488882
Beef,Newspapers,0.11793422404933196,0.13643371017471737,0.019527235354573486,0.16557734204793031,1.2136101982119487,0.003437031610946748,1.0349267024276885,0.19954543363944402
Other vegetables,Beef,0.36639260020554987,0.11793422404933196,0.04881808838643371,0.1332398316970547,1.129780882276551,0.00560786138377508,1.0176584114123404,0.18129935544457246
Beef,Other vegetables,0.11793422404933196,0.36639260020554987,0.04881808838643371,0.4139433551198257,1.129780882276551,0.00560786138377508,1.0811367899838387,0.13023134591503513
Pastry,Beef,0.17600205549845838,0.11793422404933196,0.023381294964028777,0.13284671532846715,1.126447529538985,0.0026246291177306307,1.0171970648589355,0.1362301558746836
Beef,Pastry,0.11793422404933196,0.17600205549845838,0.023381294964028777,0.19825708061002179,1.126447529538985,0.0026246291177306307,1.027758305777738,0.1272619020944102
Pip fruit,Beef,0.1685508735868448,0.11793422404933196,0.025179856115107913,0.14939024390243902,1.2667251182315744,0.005301939625806329,1.0369805538058032,0.253247899901617
Beef,Pip fruit,0.11793422404933196,0.1685508735868448,0.025179856115107913,0.21350762527233116,1.2667251182315744,0.005301939625806329,1.0571610776278066,0.23871546871005905
Pork,Beef,0.13001027749229188,0.11793422404933196,0.017471736896197326,0.1343873517786561,1.1395110525545307,0.0021390757017055555,1.019007494591411,0.14072652096869456
Beef,Pork,0.11793422404933196,0.13001027749229188,0.017471736896197326,0.14814814814814814,1.1395110525545307,0.0021390757017055555,1.0212922829438313,0.13879988348383332
Beef,Root vegetables,0.11793422404933196,0.22533401849948612,0.03237410071942446,0.27450980392156865,1.2182350705390481,0.005799508095769752,1.0677828393655733,0.2030918397070451
Root vegetables,Beef,0.22533401849948612,0.11793422404933196,0.03237410071942446,0.14367160775370583,1.2182350705390481,0.005799508095769752,1.030055506669422,0.23124851930822085
Beef,Sausage,0.11793422404933196,0.20220966084275438,0.025179856115107913,0.21350762527233116,1.0558725254890888,0.0013324166683390919,1.0143650018647528,0.05999096405238472
Sausage,Beef,0.20220966084275438,0.11793422404933196,0.025179856115107913,0.12452350698856415,1.0558725254890886,0.0013324166683390919,1.0075265104109954,0.06632817378158994
Soda,Beef,0.30190133607399794,0.11793422404933196,0.041109969167523124,0.13617021276595745,1.1546284707736523,0.005505469358179582,1.021110627332054,0.1918361244019138
Beef,Soda,0.11793422404933196,0.30190133607399794,0.041109969167523124,0.3485838779956427,1.1546284707736523,0.005505469358179582,1.071663166361321,0.15182602679871826
Waffles,Beef,0.0683453237410072,0.11793422404933196,0.0105344295991778,0.15413533834586465,1.3069602109849787,0.002474176876381731,1.0427977617905675,0.25209530087578863
Beef,Waffles,0.11793422404933196,0.0683453237410072,0.0105344295991778,0.08932461873638345,1.3069602109849787,0.002474176876381731,1.0230370727341571,0.26626785929962415
Beef,Whipped/sour cream,0.11793422404933196,0.15339157245632065,0.022096608427543678,0.18736383442265794,1.2214741098374955,0.004006492354200621,1.0418050086931603,0.20555958243857494
Whipped/sour cream,Beef,0.15339157245632065,0.11793422404933196,0.022096608427543678,0.1440536013400335,1.2214741098374955,0.004006492354200621,1.030515202040213,0.2141687546317535
White bread,Beef,0.08812949640287769,0.11793422404933196,0.012076053442959919,0.1370262390670554,1.1618869770130276,0.0016825696688281457,1.0221235174022942,0.15279701204414803
Beef,White bread,0.11793422404933196,0.08812949640287769,0.012076053442959919,0.10239651416122006,1.1618869770130278,0.0016825696688281457,1.0158945659006775,0.15795997545723314
Whole milk,Beef,0.4385919835560123,0.11793422404933196,0.06063720452209661,0.13825424721734036,1.1722996299997575,0.008912199267160935,1.023580067673549,0.2617984718613041
Beef,Whole milk,0.11793422404933196,0.4385919835560123,0.06063720452209661,0.514161220043573,1.1722996299997577,0.008912199267160935,1.1555438544743961,0.1666267582338915
Yogurt,Beef,0.2749229188078109,0.11793422404933196,0.03699897225077081,0.13457943925233645,1.141139820414147,0.0045761511477941455,1.0192336719948325,0.1705793763288449
Beef,Yogurt,0.11793422404933196,0.2749229188078109,0.03699897225077081,0.3137254901960784,1.141139820414147,0.0045761511477941455,1.05654088973719,0.1402199242644918
Berries,Bottled beer,0.07965056526207605,0.15673175745118192,0.01644398766700925,0.20645161290322583,1.3172289793759917,0.003960214591504011,1.0626551023989173,0.26167294807370184
Bottled beer,Berries,0.15673175745118192,0.07965056526207605,0.01644398766700925,0.10491803278688525,1.3172289793759917,0.003960214591504011,1.0282292219599518,0.2855918647166362
Berries,Bottled water,0.07965056526207605,0.20863309352517986,0.019270298047276466,0.24193548387096778,1.1596218020022249,0.002652554215620311,1.0439308127965712,0.14956262795458786
Bottled water,Berries,0.20863309352517986,0.07965056526207605,0.019270298047276466,0.09236453201970443,1.1596218020022246,0.002652554215620311,1.0140077896976856,0.17393939393939406
Berries,Butter,0.07965056526207605,0.1248715313463515,0.010277492291880781,0.12903225806451613,1.033320058409664,0.0003314042350028353,1.0047771306764113,0.035036292573980936
Butter,Berries,0.1248715313463515,0.07965056526207605,0.010277492291880781,0.0823045267489712,1.0333200584096642,0.0003314042350028353,1.0028919849386346,0.03684674104521425
Canned beer,Berries,0.16212744090441933,0.07965056526207605,0.013360739979445015,0.08240887480190173,1.034630131383876,0.0004471976669141852,1.0030060333672366,0.039947632863916185
Berries,Canned beer,0.07965056526207605,0.16212744090441933,0.013360739979445015,0.16774193548387098,1.0346301313838762,0.0004471976669141852,1.006746098138101,0.0363677361164798
Berries,Citrus fruit,0.07965056526207605,0.1829393627954779,0.014645426515930112,0.18387096774193548,1.005092424791591,7.420286058629384e-05,1.0011414922268849,0.005505108387943725
Citrus fruit,Berries,0.1829393627954779,0.07965056526207605,0.014645426515930112,0.0800561797752809,1.0050924247915913,7.420286058629384e-05,1.0004409122647357,0.006201037184155479
Berries,Coffee,0.07965056526207605,0.1143371017471737,0.0105344295991778,0.13225806451612904,1.1567379485320768,0.0014274148145879129,1.0206524106259338,0.14722664814587846
Coffee,Berries,0.1143371017471737,0.07965056526207605,0.0105344295991778,0.09213483146067415,1.1567379485320768,0.0014274148145879129,1.0137512338078618,0.1529927048617745
Curd,Berries,0.11870503597122302,0.07965056526207605,0.010277492291880781,0.08658008658008658,1.0869990224828934,0.0008225690773177967,1.0075863479832248,0.09081632653061229
Berries,Curd,0.07965056526207605,0.11870503597122302,0.010277492291880781,0.12903225806451613,1.0869990224828934,0.0008225690773177967,1.011857180921929,0.08696259073143499
Berries,Domestic eggs,0.07965056526207605,0.13103802672147996,0.012589928057553957,0.15806451612903227,1.2062492093611639,0.0021526751583610514,1.0321004280319588,0.18578151528618145
Domestic eggs,Berries,0.13103802672147996,0.07965056526207605,0.012589928057553957,0.09607843137254901,1.2062492093611639,0.0021526751583610514,1.0181739950462934,0.19676800347578413
Frankfurter,Berries,0.1343782117163412,0.07965056526207605,0.01079136690647482,0.08030592734225622,1.0082279652131008,8.80663843613131e-05,1.0007125870435223,0.009427695091096873
Berries,Frankfurter,0.07965056526207605,0.1343782117163412,0.01079136690647482,0.13548387096774195,1.0082279652131008,8.80663843613131e-05,1.0012789342087098,0.008867086756534161
Berries,Fruit/vegetable juice,0.07965056526207605,0.12307297019527236,0.015416238437821172,0.19354838709677422,1.572631153613038,0.005613406793285092,1.0873895169578622,0.3956355853340779
Fruit/vegetable juice,Berries,0.12307297019527236,0.07965056526207605,0.015416238437821172,0.12526096033402923,1.572631153613038,0.005613406793285092,1.0521417165619704,0.4152260962984668
Berries,Newspapers,0.07965056526207605,0.13643371017471737,0.013360739979445015,0.16774193548387098,1.2294757305145496,0.002493717843226521,1.0376184102551844,0.20279817892883228
Newspapers,Berries,0.13643371017471737,0.07965056526207605,0.013360739979445015,0.09792843691148775,1.2294757305145496,0.002493717843226521,1.0202621082376568,0.21613301901906495
Other vegetables,Berries,0.36639260020554987,0.07965056526207605,0.03571428571428571,0.09747545582047684,1.223788625978374,0.006530908000071823,1.0197500341385235,0.288609987922071
Berries,Other vegetables,0.07965056526207605,0.36639260020554987,0.03571428571428571,0.4483870967741935,1.223788625978374,0.006530908000071823,1.1486449937794125,0.19869129821770715
Berries,Pastry,0.07965056526207605,0.17600205549845838,0.017471736896197326,0.21935483870967742,1.2463197551212621,0.003453073688457837,1.055534557006107,0.21474201070713042
Pastry,Berries,0.17600205549845838,0.07965056526207605,0.017471736896197326,0.09927007299270071,1.246319755121262,0.003453073688457837,1.0217817873508557,0.2398521616317247
Berries,Pip fruit,0.07965056526207605,0.1685508735868448,0.017471736896197326,0.21935483870967742,1.3014162077104643,0.004046564539588413,1.0650794594548683,0.25165040890728146
Pip fruit,Berries,0.1685508735868448,0.07965056526207605,0.017471736896197326,0.10365853658536585,1.3014162077104643,0.004046564539588413,1.0267844033810851,0.2785574056569475
Berries,Pork,0.07965056526207605,0.13001027749229188,0.012846865364850977,0.16129032258064518,1.240596710442433,0.002491473272710565,1.0372954383745752,0.2107202680067002
Pork,Berries,0.13001027749229188,0.07965056526207605,0.012846865364850977,0.09881422924901186,1.240596710442433,0.002491473272710565,1.0212649429328717,0.22291789722386302
Berries,Rolls/buns,0.07965056526207605,0.3386433710174717,0.02877697841726619,0.3612903225806452,1.0668755200939841,0.0018038424934696262,1.0354573484069889,0.06810839913855012
Rolls/buns,Berries,0.3386433710174717,0.07965056526207605,0.02877697841726619,0.08497723823975721,1.0668755200939841,0.0018038424934696262,1.0058213557086102,0.0947802197802201
Berries,Root vegetables,0.07965056526207605,0.22533401849948612,0.02081192189105858,0.26129032258064516,1.1595689116121677,0.0028639399447994117,1.0486744727736215,0.14951989026063112
Root vegetables,Berries,0.22533401849948612,0.07965056526207605,0.02081192189105858,0.09236031927023945,1.1595689116121677,0.0028639399447994117,1.0140030832476876,0.17763855619024232
Berries,Sausage,0.07965056526207605,0.20220966084275438,0.017728674203494346,0.22258064516129034,1.1007418944952247,0.0016225604159162757,1.026203340824673,0.09944246190695828
Sausage,Berries,0.20220966084275438,0.07965056526207605,0.017728674203494346,0.08767471410419313,1.1007418944952247,0.0016225604159162757,1.0087952717809836,0.11471912996802726
Berries,Shopping bags,0.07965056526207605,0.16469681397738953,0.01721479958890031,0.21612903225806454,1.3122842333048161,0.004096605258738246,1.0656131179712316,0.2585647974532697
Shopping bags,Berries,0.16469681397738953,0.07965056526207605,0.01721479958890031,0.10452418096723869,1.3122842333048161,0.004096605258738246,1.027776981998274,0.2848905273693055
Berries,Soda,0.07965056526207605,0.30190133607399794,0.02723535457348407,0.3419354838709678,1.1326067261496227,0.0031887425018141437,1.0608362049855915,0.12721363631575078
Soda,Berries,0.30190133607399794,0.07965056526207605,0.02723535457348407,0.0902127659574468,1.1326067261496224,0.0031887425018141437,1.0116095283602065,0.16771411309643697
Berries,Tropical fruit,0.07965056526207605,0.23047276464542651,0.02158273381294964,0.2709677419354839,1.1757039594346748,0.003225447831428002,1.0555462077872468,0.16237935710297524
Tropical fruit,Berries,0.23047276464542651,0.07965056526207605,0.02158273381294964,0.09364548494983278,1.175703959434675,0.003225447831428002,1.0154408892495914,0.19420462675888392
Berries,Whipped/sour cream,0.07965056526207605,0.15339157245632065,0.01618705035971223,0.20322580645161292,1.3248824769006324,0.003969324907127595,1.0625449900345774,0.2664380101566032
Whipped/sour cream,Berries,0.15339157245632065,0.07965056526207605,0.01618705035971223,0.10552763819095477,1.3248824769006322,0.003969324907127595,1.0289299860272296,0.2896452055784378
